"GEOID","B01001_001","B25001_001","B26001_001","residentialStability","populationCrowding","mentalHealthProvider","ambulanceEmergencyPerCapita","perEnglishLessThanWell","perRenters","perSingleParentHouseholds","perUnitsForSale","perUnitsRecreational","sexualOffenseRate","homicideRate","neighborhoodStability","safety_score","safety_rnk","crime_score","infrastructure_score","social_cohesion_score","structural_composition_score","safety_state_rnk","NAME"
"01001",58239,24170,547,89.3823477803123,5.08000730532024,0.41209498789471,0,1.05072189885857,24.3498012492902,10.5142752562225,8.25410544511668,8.94554883318928,0.0540874671611807,0.00772678102302581,10,95.8,36.4485981308411,100.07,103.47,104.8,105.92,25.7575757575758,"Autauga County, Alabama"
"01003",227131,121763,2926,87.9803279278631,7.23265685446546,0.501912992942399,0.0264164733127578,1.97954213346322,22.9433343740244,6.7048973506136,4.96919561507535,29.8440979955457,0.00968604021467787,0.000440274555212631,8,97.63,39.8753894080997,108.04,101.02,112.41,109.73,30.3030303030303,"Baldwin County, Alabama"
"01005",25259,11667,2964,84.4149370071603,9.65695411883973,0.316718793301398,0,3.17929322775086,28.9682070677225,17.3635563380282,11.3222179139201,29.468786351299,0.0316718793301398,0.00395898491626747,12,82.72,17.4454828660436,104.15,103.7,76.45,111.68,12.8787878787879,"Barbour County, Alabama"
"01007",22412,9013,1440,88.6634787228904,3.08479181651083,0.267713724790291,0,0.562922191643733,15.1890808915602,12.565297190456,0.880829015544041,9.01554404145078,0.0669284311975727,0.00223094770658576,13,111.52,70.2803738317757,102.65,103.82,101.8,91.64,68.1818181818182,"Bibb County, Alabama"
"01009",58884,24527,532,90.4770995678509,2.86912187924561,0.203790503362543,0,3.75867547453801,15.1626662206239,8.75117370892019,6.87945460179733,8.83173225906414,0.0475511174512601,0.00169825419468786,12,111.38,70,104.43,103.97,110.53,90.68,66.6666666666667,"Blount County, Alabama"
"01011",10386,4522,404,87.3213926343329,10.8612299070933,0,0,2.18317358892439,30.6378436082199,21.3805206200643,0,30.5530371713509,0,0.0192566917003659,14,90.19,26.5732087227414,96.66,104.46,63.82,102.17,21.2121212121212,"Bullock County, Alabama"
"01013",19181,9842,297,95.7428601989518,6.32858862099016,0.364944476304676,0,0.642312324367724,27.0440251572327,9.9372224774154,3.62428269405014,4.40954394442767,0.0156404775559147,0.0208539700745529,15,110.79,69.190031152648,94.47,103.59,105.22,83.62,65.1515151515152,"Butler County, Alabama"
"01015",116425,53112,3008,87.8895941801583,5.96012404632526,0.601245436976594,0.0343568821129483,1.68219675105137,28.1853281853282,12.2225984874139,5.79562209368266,9.79925144607009,0.0339274210865364,0.00944814258106077,11,93.05,31.2772585669782,100.45,100.1,97.99,109.47,24.2424242424242,"Calhoun County, Alabama"
"01017",34834,16433,537,92.683501782715,9.54879328436516,0.258368260894528,0,1.70572829225707,29.4932114531523,14.0135639716528,4.22960725075529,31.2688821752266,0.0258368260894528,0.00861227536315094,11,97,38.8473520249221,101.59,103.84,87.88,98.35,28.7878787878788,"Chambers County, Alabama"
"01019",24975,14734,259,89.5560824068018,2.88729790595274,1.36136136136136,0,1.88051948051948,21.5688311688312,6.09781262897235,4.02618008726696,55.1963506545022,0.044044044044044,0.004004004004004,15,120.48,87.0716510903427,103.2,101.2,120.08,84.02,86.3636363636364,"Cherokee County, Alabama"
