"GEOID","B01001_001","B25001_001","B26001_001","genderEquality","racialStratification","informalSocialControl","collectiveEfficacy","neighborhoodAesthetics","residentialStability","indexOfCivicEngagement","neighborhoodDeterioration","pctUnitsVacant","populationCrowding","socialFragmentation","registeredFirearmDealers","liquorStores","singleHeadedHouseholds","personsAged5PlusSpeakEnglishLessThanWell","socialAssistProgram","mentalHealthProvider","ambulanceEmergencyPerCapita","racialIncomeInequity","violentCrimeRate","sexualOffenseRate","homicideRate","perVotingOfElig","perRegisteredOfElig","neighborhoodStability","safety_score","safety_rnk","factor_1","factor_2","factor_3","factor_4","safety_state_rnk","NAME"
"01021",45140,19546,459,0.768941747285583,1.10114776464016,3.21672115833723,0.0737153356615276,0.0011298183429331,92.9103889376844,1.59503766061143,0.212716032670006,13.3786964084723,2.25612842577193,0.172021735278483,0.0609215773150199,0.0886132033673017,26.0667373745615,2.13994485164149,0.177226406734603,0.332299512627381,0,29.001,0.816349136021267,0.0221533008418254,0.00553832521045636,71.9811320754717,64.7457627118644,12,96.85,45.9669884771099,96.74,103.84,96.09,97.03,51.5151515151515,"Chilton County, Alabama"
"01023",12669,7138,171,0.489020346988827,1.07996885057046,4.01543942992874,0.0386066222698272,0.00134185807877496,95.2538009814174,1.89438787591759,0.417992926613616,26.7581955729896,2.22957327158452,0.23814078041316,0.11839924224485,0,28.1269254467036,0.3171159142118,0,0,0,26.6024237710147,0.423606177809351,0.0157865656326466,0.00789328281632331,71.9811320754717,64.7457627118644,17,98.97,66.9884771099346,96.06,133.11,95.24,102.08,84.0909090909091,"Choctaw County, Alabama"
"01025",23058,11733,373,0.587186191073287,1.15989180612935,3.54344827586207,0.0411040869949791,0.00195160031225605,94.0935776552215,1.64801804146066,0.443513548893834,30.2139265320038,5.010580682185,0.246458231558378,0.140948911440715,0.130106687483737,33.5649488515731,0.0970559689420899,0.650533437418683,0.260213374967473,0,24.6784237710147,0.797987683233585,0.0130106687483737,0,66.1538461538462,22.7272727272727,14,99.71,72.5942074120212,97.9,126.78,92.89,108.74,92.4242424242424,"Clarke County, Alabama"
"01027",14209,7040,262,0.626113348508726,1.1535898863015,3.88281786941581,0.0436871462888319,0.00105566894221972,93.9507687865444,1.05566894221972,0.3304246655032,22.0880681818182,5.59620921305182,0.167730173199635,0.237525511999437,0,19.4458566344687,0.0445632798573975,0.281511717925259,0,0,63.175,1.05566894221972,0.0211133788443944,0,71.9811320754717,64.7457627118644,15,98.47,63.2824665213329,96.21,118.15,94.4,82.79,78.7878787878788,"Clay County, Alabama"
"01029",15144,6818,169,0.683176674249252,1.04726716779208,3.3946604759141,0.048125498537623,0.000528262017960909,89.9899023897677,0.858425779186477,0.234412698412698,15.5030800821355,3.00378956754347,0.192501301857316,0.253125550272935,0,22.1178925404278,0.372112616724005,0.330163761225568,0,0,10.673,2.35736925515055,0.00660327522451136,0.00660327522451136,71.9811320754717,64.7457627118644,14,96.07,36.624104640299,96.11,105.5,101.55,90.69,36.3636363636364,"Cleburne County, Alabama"
"01031",53559,24155,711,0.589399267309507,1.12790871788819,3.22722967640095,0.0871245069282897,0.00171773184712187,85.3344308740763,1.26962788700312,0.233048269939528,15.6986131235769,6.78399583857124,0.206600206256446,0.0613475659686381,0.0560129950148434,28.2522996057819,1.66497985751424,0.280064975074217,0.336077970089061,0,15.659,2.3973561866353,0.0373419966765623,0.00840194925222652,75.4756871035941,49.1379310344828,10,94.54,18.1874805356587,96.56,88.99,104.5,107.56,12.8787878787879,"Coffee County, Alabama"
"01033",57270,27709,498,0.674223477208552,1.10938394939369,3.78166485764382,0.064960520204366,0.00169373144752925,91.8167259786477,1.39689191548804,0.259952724558348,16.0345014255296,8.18828726810105,0.197348061549042,0.0611140213026017,0.174611489436005,26.2350823388226,0.91476936723832,0.279378383097608,0.576217915138816,0,2.25,1.00925440894011,0.0261917234154007,0.00873057447180024,74.1514360313316,44.4444444444444,11,96.94,47.2127063220181,97.62,99.09,98.56,99.04,53.030303030303,"Colbert County, Alabama"
"01035",11576,6451,58,0.502545254842321,1.11601455504685,3.88851351351351,0.042213288192975,0.00112301313061507,95.0200943561069,0.691085003455425,0.453071369392828,30.9719423345218,6.25345113197129,0.245901639344262,0.280753282653766,0,34.1407151095732,0,0.259156876295784,0.259156876295784,0,22.5404237710147,0.781789910158949,0.00863856254319281,0.0129578438147892,71.9811320754717,64.7457627118644,17,99.17,68.4210526315789,96.29,133.31,98.49,109.32,87.8787878787879,"Conecuh County, Alabama"
"01037",10329,6045,360,0.328826501017729,1.1258776783105,5.22979493365501,0.0361044867173202,0.000290444379901249,90.7743496672716,0.968147933004163,0.494747250030899,33.8461538461538,3.69173188159238,0.185171292823206,0.278342530738697,0,28.2868525896414,0,0,0,0,24.2724237710147,0.0871333139703747,0,0,71.9811320754717,64.7457627118644,17,99.95,74.1202117720336,95.84,133.82,89.3,92.1,95.4545454545455,"Coosa County, Alabama"
"01039",37542,18644,722,0.662780882524159,1.12627434149811,3.56326729062842,0.0466421233893474,0.00149166267114165,93.0568178688479,1.01219966970327,0.369316705637828,23.8682686118859,5.34329341975173,0.215302240383261,0.065112259454596,0.0799105002397315,27.6929739092779,0.0762819607289165,0.506099834851633,0.745831335570827,0,17.253,0.809759735762612,0.0106547333652975,0.00266368334132438,71.9811320754717,64.7457627118644,12,98.35,61.8187480535659,97.05,114.45,94,99.16,75.7575757575758,"Covington County, Alabama"
"01041",13205,6553,248,0.658392756699871,1.14563235690064,3.37251655629139,0.0587783981927454,0.000984475577432791,90.8256166835266,1.1359333585763,0.384903834522802,26.1559591027011,7.56213971363045,0.218640214920438,0.201943708191342,0,29.3160690571049,0.528126750420101,0.227186671715259,0,0,25.96,0.939038243089739,0.0302915562287012,0.00757288905717531,71.9811320754717,64.7457627118644,13,97.45,52.3824353783868,96.08,113.63,98.02,104,63.6363636363636,"Crenshaw County, Alabama"
"01043",88284,39182,1210,0.608057535641548,1.07289615376153,3.48779991866612,0.0596706575974677,0.00141588509809252,87.626894729523,0.940147705133433,0.228513921502851,14.1212801796743,4.93941694076635,0.1752652381943,0.0422877682630299,0.0453083231389606,22.1501822188321,0.780883396902937,0.396447827465906,0.521045716098047,0,-11.422,1.25107607267455,0.0396447827465905,0.00113270807847402,71.9811320754717,64.7457627118644,11,95.31,27.4992214263469,96.43,94.2,96.87,90.33,20.4545454545455,"Cullman County, Alabama"
"01045",49455,22829,907,0.624188918966713,1.08050157204854,3.33701657458564,0.110318877262763,0.00133454655747649,83.7982406652876,1.11212213123041,0.22256074339249,15.0203688291209,6.04051989970892,0.218505154639175,0.0893067772048664,0.0606612071580224,30.4383315647702,0.908854842897949,0.32352643817612,0.141542816702052,0.0606612071580224,22.843,7.15397836416945,0.206248104337276,0.0252755029825093,71.9811320754717,64.7457627118644,10,95.41,28.4646527561507,98.07,86.87,141.52,115.93,22.7272727272727,"Dale County, Alabama"
"01047",38326,18992,571,0.657905391180424,1.11808072995983,3.24053994246515,0.0651487826871055,0.00117413766111778,88.1548728756316,1.40896519334133,0.339244974387672,22.3199241786015,11.3963507852364,0.276316681352945,0.0782758440745186,0.104367792099358,45.959655538516,0.238610509960602,0.521838960496791,0.521838960496791,0,13.441,1.92819495903564,0.0287011428273235,0.0260919480248395,71.9811320754717,64.7457627118644,14,96.02,35.8143880411087,97.29,104.54,110.25,130.08,34.0909090909091,"Dallas County, Alabama"
"01049",71680,30716,1043,0.739555450140616,0.973292880435136,3.18056689606905,0.0676446124763705,0.00115792410714286,90.2257041596717,0.934709821428572,0.263695372391025,16.362807657247,3.25274725274725,0.176041261191125,0.0441778273809524,0.0558035714285714,20.9406186249104,4.6588722805979,0.29296875,0.390625,0,13.117,0.784040178571429,0.0181361607142857,0.00418526785714286,71.9811320754717,64.7457627118644,12,96.73,44.5344129554656,96.28,103.66,95.08,93.6,46.969696969697,"DeKalb County, Alabama"
"01051",87694,36787,4296,0.682626327494143,1.13703012371027,3.60022032208991,0.0564085205154864,0.00126576504663945,90.8978672928418,0.992086117636326,0.201497946363856,12.5125723761111,4.27892863163531,0.177541635595327,0.0513147991880858,0.0456131548338541,27.2068427927359,0.749013979181995,0.307888795128515,0.19385590804388,0.0342098661253906,6.293,2.20568111843456,0.0501744703172395,0.00598672657194335,71.9811320754717,64.7457627118644,11,95.95,34.942385549673,97.09,96.7,103.47,94.5,30.3030303030303,"Elmore County, Alabama"
"01053",36755,16715,2533,0.942656454621215,1.11784646878125,3.40971805638872,0.0686246141975309,0.00168684532716637,94.8037019570856,1.55080941368521,0.347020776166209,22.0939276099312,6.67625580880726,0.238289049301183,0.11971160386342,0.0816215480886954,30.019120458891,0.358009007968588,0.29927900965855,0.272071826962318,0,29.2184237710147,1.70316963678411,0.0408107740443477,0,71.9811320754717,64.7457627118644,13,98.97,66.9884771099346,97.03,115.29,98.18,110.04,84.0909090909091,"Escambia County, Alabama"
"01055",103348,47412,1505,0.703925336261323,1.09931094927745,3.66287673705107,0.0642778118593323,0.0016739559546387,89.9935422979484,1.33529434531873,0.287045134117395,18.1831603813381,6.39961685522938,0.208759763862752,0.0427358697475197,0.058056275883423,28.4546423916907,0.903444381705251,0.406393931183961,0.735379494523358,0,15.338,0.535569145024577,0.0183844873630839,0.00435422069125673,71.9811320754717,64.7457627118644,11,96.7,44.1918405481158,96.92,100.86,94.21,102.88,45.4545454545455,"Etowah County, Alabama"
"01057",16297,7816,334,0.401866361663691,1.1392896820813,3.7430151338766,0.050329142140643,0.00128858072037798,88.7981773305487,0.736331840215991,0.314047844873011,21.4048106448311,9.02867347951186,0.201286016604265,0.245443946738664,0,22.0620043258832,0.0582486570448515,0.368165920107995,0.306804933423329,0,28.4684237710147,0.658096582193042,0.0245443946738664,0,71.9811320754717,64.7457627118644,13,96.1,37.1535347243849,96.39,103.88,93.08,92.45,39.3939393939394,"Fayette County, Alabama"
"01059",32011,13940,283,0.648987058743817,1.07644954996725,3.04179292929293,0.0839737486398259,0.00124957046015432,95.4590483494711,0.780981537596451,0.305991226488793,19.3758967001435,5.40595364876515,0.204511077497998,0.0659495520637003,0.0937177845115742,25.9269246326008,4.23332098474388,0.187435569023148,0.343631876542439,0,7.52304256679429,1.04651526037924,0.0374871138046297,0.00937177845115741,71.9811320754717,64.7457627118644,11,97,48.0224229212083,96.41,110.06,99.72,106.17,54.5454545454545,"Franklin County, Alabama"
"01061",26647,12494,265,0.907595705125773,1.11407567267661,3.56753513884128,0.0522744827874157,0.00112583029984614,90.0339707622428,0.938191916538447,0.269438925806673,16.8320793981111,2.41149307337096,0.183379847945337,0.116335797650767,0,22.8153935185185,0.571088637715645,0.187638383307689,0.300221413292303,0,9.93,0.532893008593838,0.0112583029984614,0,71.9811320754717,64.7457627118644,11,96.8,45.2507007162878,95.9,102.82,91.75,90.68,48.4848484848485,"Geneva County, Alabama"
"01063",7706,4271,133,0.458771988272921,1.249044491163,3.5436320754717,0.0420895025786059,0.000389307033480405,96.7940154955918,0.77861406696081,0.491005291005291,32.7557948958089,6.08940881554209,0.30658077994429,0.129769011160135,0,41.4372061786434,0.0418877408545099,0.51907604464054,0,0,32.0734237710147,0.311445626784324,0,0,71.9811320754717,64.7457627118644,22,99.74,72.718779196512,95.89,147.73,90.17,126.53,93.9393939393939,"Greene County, Alabama"
"01065",14742,7464,216,0.569190117140164,1.12817210618656,3.26809496236248,0.0395553460601775,0.000881834215167548,93.3125649013499,0.610500610500611,0.429081364829396,27.612540192926,4.18388129182427,0.236257634647418,0.101750101750102,0,32.615579480684,0.166981269057645,0.407000407000407,0,0,35.6384237710147,0.115316781983449,0,0.0135666802333469,71.9811320754717,64.7457627118644,13,97.4,51.7907194020554,95.7,122.51,95.64,105.81,62.1212121212121,"Hale County, Alabama"
"01067",17282,9110,298,0.551492261168034,1.14984342434378,3.91384702871766,0.0324469768914213,0.00121513713690545,92.4039373814042,1.50445550283532,0.398213976070747,26.6081229418222,3.66912613562214,0.203858809452587,0.260386529336882,0,22.1788094690876,0.34036345955145,0.347182039115843,0.173591019557922,0,3.156,11.2024071288045,0.405045712301817,0.0636500405045712,71.9811320754717,64.7457627118644,13,97.63,54.1887262535036,96.71,119.86,187.59,89.48,69.6969696969697,"Henry County, Alabama"
"01069",107040,49339,1154,0.636516207778795,1.17792778209484,3.37433592153658,0.0825465376776928,0.00225149476831091,89.8897655847009,0.980941704035874,0.23558239257898,15.8008877358682,7.65758151982534,0.216847603687745,0.0425593755190168,0.130792227204783,30.5522609340252,0.535536531953016,0.691330343796711,0.906203288490284,0.0280269058295964,16.269,2.0394245142003,0.0906203288490284,0.0121449925261584,71.9811320754717,64.7457627118644,10,96.81,45.437558393024,98.53,94.06,108.25,109.72,50,"Houston County, Alabama"
"01071",52618,24706,705,0.768087390116982,1.07759845604077,3.84869148544047,0.052431627344745,0.00129233342202288,92.7473938073751,0.893230453456992,0.271553823672674,16.3361126851777,4.13461084627366,0.196589259796807,0.0587424282737674,0.0760196130601695,25.6467375682667,0.715928407159284,0.247063742445551,0.589152001216314,0,-8.862,0.267969136037098,0.00190049032650424,0,71.9811320754717,64.7457627118644,13,97.35,51.2612893179695,96.54,108.23,90.12,95.65,60.6060606060606,"Jackson County, Alabama"
"01073",672265,308428,18593,0.795940534877593,1.2313649892593,3.41275123731506,0.0862180179660195,0.00188913598060289,86.827485832843,1.23165715900724,0.212905412719121,13.8229992088915,13.8040919873409,0.225272203285251,0.00548725411688678,0.0922255360609284,33.0253287060724,1.03233824930525,0.544428164488706,0.739291797133571,0.0148750864614401,4.899,6.57595343106265,0.0985226559962713,0.114711708428472,71.9811320754717,64.7457627118644,10,93.37,7.47430706944877,97.6,82.71,173.44,114.49,4.54545454545455,"Jefferson County, Alabama"
"01075",13885,7104,171,0.646810475625041,1.07512709900401,3.58856576338401,0.0346953876510729,0.00122434281598848,95.4952952507965,0.792221822110191,0.3875,27.2522522522523,6.71149070204131,0.166602167182663,0.216060496939143,0,21.2820512820513,0.0541000077285725,0.576161325171048,0,0,32.3054237710147,0.288080662585524,0.0144040331292762,0,71.9811320754717,64.7457627118644,15,99.47,71.0682030520087,96.36,124.66,91,82.36,90.9090909090909,"Lamar County, Alabama"
"01077",94329,44705,2535,0.758001595243275,1.11185961153873,4.16701358457493,0.0751181286419519,0.00177039934696647,83.271522741529,1.28274443702361,0.234381412072773,14.4681802930321,10.7230589391296,0.190705337761854,0.0530059684720499,0.14841671172174,25.4293021556449,0.907955204568777,0.45585132885963,0.667875202747829,0,26.393,0.320156049571182,0.014841671172174,0,71.9811320754717,64.7457627118644,11,96.18,38.2746807848022,97.61,84.2,91.15,99.26,40.9090909090909,"Lauderdale County, Alabama"
"01079",33116,15270,252,0.649940278699403,1.0532488833564,3.61740100390407,0.0463703018693441,0.00117767846358256,91.6592066676956,1.02669404517454,0.265258878662978,15.9855926653569,3.39093250643927,0.184425910047549,0.0905906510448122,0,20.9450249886415,0.554705432287682,0.332165720497645,0.181181302089624,0,13.131,0.827394612875951,0.0181181302089624,0.00905906510448122,71.9811320754717,64.7457627118644,14,96.5,42.3855496729991,95.97,108.9,97.49,87.97,42.4242424242424,"Lawrence County, Alabama"
"01081",175126,75473,7435,0.714864037375547,1.16856452294726,3.79468856947296,0.0867271538482208,0.00194145929216678,85.5047594964146,0.75374301931181,0.204383306131965,13.6565394246949,12.916266865544,0.190981493416812,0.0290699787062406,0.0513915694985325,23.6734693877551,1.32621988061,0.394002032822082,0.382581684044631,0,4.971,2.65865719539075,0.077372862967235,0.0139899272523783,71.9811320754717,64.7457627118644,8,93.7,9.59202740579259,96.36,77.63,110.65,100.44,6.06060606060606,"Lee County, Alabama"
"01083",104199,42616,2988,0.566773964142681,1.0892116549894,3.52960354720918,0.0609534060274414,0.00103647827714277,89.6996820397301,0.767761686772426,0.152978996999571,9.48939365496527,5.14257960420165,0.163473504096236,0.0601994958946561,0.0575821265079319,19.6884689207146,0.986751941525811,0.230328506031728,0.278313611455004,0,0.288,2.2831313160395,0.0556627222910009,0.00623806370502596,71.9811320754717,64.7457627118644,10,93.9,11.5540330115229,96.09,88.65,104.24,86.46,7.57575757575758,"Limestone County, Alabama"
"01085",10153,4823,147,0.741196072404924,1.29790973382673,3.53866785873938,0.0301083902047371,0,95.2203287284461,0.492465281197676,0.281665190434012,17.0433340244661,5.89700996677741,0.270182454386403,0.131324074986047,0,46.6863655550865,0.0313643491897543,0.39397222495814,0,0,32.9264237710147,0.807643061164188,0,0.00984930562395351,71.9811320754717,64.7457627118644,17,95.76,32.6689504827157,95.55,118.09,96.61,122.22,27.2727272727273,"Lowndes County, Alabama"
"01087",19198,9662,2611,0.696225434527361,1.05804987879677,5.03900597672224,0.0753356228535748,0.000833420147932076,94.1870363614253,0.729242629440567,0.394242598212089,26.1954046781205,10.9234874666433,0.249474127050904,0.149755182831545,0,48.5748218527316,0.360596623504344,0.416710073966038,0.156266277737264,0,36.858,0.0729242629440567,0.00520887592457548,0,71.9811320754717,64.7457627118644,17,98.36,61.9744627841794,95.99,122.77,89.58,129.83,77.2727272727273,"Macon County, Alabama"
"01089",389781,171313,11104,0.635645402138153,1.17404904903659,3.65499080421334,0.088027327514547,0.00189850197931659,85.0995387392205,0.887677952491271,0.112167248452668,6.85528827351106,12.2189640335871,0.200866083011111,0.0155001569257267,0.0974906421811222,25.045770419513,1.05115150723976,0.497715383766782,0.731179816358417,0,3.586,0.242443833845159,0.00436142346599757,0.000769662964587807,71.9811320754717,64.7457627118644,9,93.01,4.827156649019,97.04,71.51,90.53,103.49,3.03030303030303,"Madison County, Alabama"
"01091",19180,9834,263,0.74964520996101,1.08430608772784,3.40919540229885,0.0661918356535303,0.0016162669447341,94.5458449645695,1.51199165797706,0.387663764342095,24.9644091925971,8.7560634711831,0.266702805258165,0.117309697601668,0,38.251497005988,0,0.364963503649635,0.260688216892596,0,29.7374237710147,1.7466110531804,0.0417101147028154,0.0156412930135558,71.9811320754717,64.7457627118644,13,97.47,52.6004360012457,96.45,116.64,105.59,121.62,65.1515151515152,"Marengo County, Alabama"
"01093",29203,14143,635,0.763663269208387,1.03801606235213,3.74614009426296,0.0520146663026095,0.00154093757490669,91.2788644869713,0.958805602164161,0.333217512161223,22.095736406703,6.90479538742793,0.187783626792521,0.141864094197759,0,19.9200441135925,0.27009507346586,0.513645858302229,0.273944457761189,0,28.952,1.29438756292162,0.0325309043591412,0,71.9811320754717,64.7457627118644,12,97.83,56.3687324820928,96.39,108.22,96.06,88.65,71.2121212121212,"Marion County, Alabama"
"01095",97923,41328,1252,0.602936147632805,1.11865735963113,2.96080572746026,0.0701817878121433,0.00178711845021088,91.235438122573,0.83739264524167,0.21748063176818,13.0613627564847,5.6983680267811,0.186362371277484,0.0401189856169789,0.0816968434382117,25.3014915899714,3.43744163819526,0.357423690042176,0.571877904067482,0,8.121,0.439631138751876,0.0214454214025306,0.00204242108595529,71.9811320754717,64.7457627118644,11,95.47,29.4612270320772,96.7,96.91,92.98,99.01,24.2424242424242,"Marshall County, Alabama"
"01097",413878,184845,7722,0.710665377648042,1.15626851598763,3.30110365181967,0.0808707335606839,0.00148352896264116,88.7762384341282,1.03170499519182,0.219092272175548,13.6546836538722,9.76492095133983,0.223307540490586,0.00733800065970416,0.108727692701714,32.2406803124691,0.894401280297359,0.468737164091834,0.381755009930463,0.0120808547446349,9.909,1.53112753033503,0.025611412058626,0.0123224718395276,71.9811320754717,64.7457627118644,10,94.91,22.142634693242,97.17,88.85,102.19,112.25,15.1515151515152,"Mobile County, Alabama"
"01099",19816,10214,258,0.74105836989762,1.08480567838145,3.7316141356256,0.0445581395348837,0.00136253532498991,94.5031278843196,1.41299959628583,0.431835491241432,28.549050323086,4.30874530985857,0.231638805152096,0.119852644327816,0,27.2229822161423,0.0781331388686322,0.302785627775535,0.151392813887767,0,30.4734237710147,1.33730318934195,0.0100928542591845,0.0252321356479612,71.9811320754717,64.7457627118644,14,99.05,67.5490501401433,96.23,126.41,106.38,101.21,86.3636363636364,"Monroe County, Alabama"
"01101",228132,105488,7960,0.771533110680933,1.24643080760053,3.23997769724003,0.104543702908641,0.00183227254396577,81.4296660992296,1.36324584012765,0.223924786606738,14.9467237979675,11.8159219917225,0.257815895944093,0.0134081300712384,0.135886241298897,41.8135414547539,1.44516953492415,0.701348342187856,0.657514070801115,0,-1.097,0.00263005628320446,0,0,71.9811320754717,64.7457627118644,9,94.43,17.1909062597322,97.71,77.02,88.97,132.11,9.09090909090909,"Montgomery County, Alabama"
"01103",123102,53324,2090,0.620687086268917,1.15529711889288,3.36826230438948,0.070055526290792,0.00154343552501178,90.9595300261097,1.12102159185066,0.163784871427597,9.97674593053785,9.02928881328217,0.195535788684276,0.0330736183931095,0.0649867589478644,24.9466482550841,2.45731665169005,0.601127520267746,0.601127520267746,0.0243700346054491,12.239,1.42402235544508,0.0280255397962665,0.0125911845461487,71.9811320754717,64.7457627118644,11,95.16,25.2569293055123,97.59,89.45,102.06,99.65,16.6666666666667,"Morgan County, Alabama"
"01105",8479,3985,926,0.737245827173191,1.17179222890762,3.73158482142857,0.0464878470856603,0.000825569052954358,93.5522309016285,0.943507489090695,0.337282941777324,22.8356336260979,11.5270532883298,0.271544715447154,0.294846090340842,0,51.1640498105035,0,0,0,0,28.9984237710147,0.259464559499941,0,0,71.9811320754717,64.7457627118644,14,96.02,35.8143880411087,95.97,111.34,89.96,129.81,34.0909090909091,"Perry County, Alabama"
"01107",18925,8714,1685,0.743137966177817,1.13905552660893,4.18067341910758,0.0446915262636274,0.000739762219286658,91.2946297276631,1.10964332892999,0.304494925084582,18.7170071149874,7.47131797406958,0.222504588451221,0.0924702774108322,0,30.9086839749329,1.75741060007786,0,0.369881109643329,0,24.564,0.491413474240423,0.0105680317040951,0,71.9811320754717,64.7457627118644,15,96.65,43.6001245717845,95.7,110.1,91.54,103.98,43.9393939393939,"Pickens County, Alabama"
