"GEOID","B01001_001","B25001_001","B26001_001","residentialStability","populationCrowding","mentalHealthProvider","ambulanceEmergencyPerCapita","perEnglishLessThanWell","perRenters","perSingleParentHouseholds","perUnitsForSale","perUnitsRecreational","sexualOffenseRate","homicideRate","neighborhoodStability","safety_score","safety_rnk","crime_score","infrastructure_score","social_cohesion_score","structural_composition_score","safety_state_rnk","NAME"
"01001",59285,24731,503,90.4751255762747,5.53639499001634,0.404824154507886,0,1.02683867141163,23.8503189437769,9.27940327665053,4.80072463768116,6.38586956521739,0.0969891203508476,0.00843383655224762,10,96.75,37.2353673723537,95.96,103.7,108.09,105.37,28.7878787878788,"Autauga County, Alabama"
"01003",239945,128518,3280,89.0405641180962,7.66537623490089,0.520952718331284,0.0125028652399508,2.08239022181983,21.5669763482252,7.25365059909977,4.1888062345023,48.6214429094344,0.014586676113276,0.00208381087332514,8,98.66,40.7222914072229,105.96,101.98,110.22,106.92,36.3636363636364,"Baldwin County, Alabama"
"01005",24757,11702,3067,88.9110564654572,9.95456134218805,0.242355697378519,0,4.15584415584416,27.786962683042,16.1563876651982,9.64912280701754,23.951182303585,0.0201963081148766,0.00201963081148766,13,90.48,26.214196762142,105.62,104.14,79.71,102.03,22.7272727272727,"Barbour County, Alabama"
"01007",22152,9090,1382,87.7510333090202,3.93646964213912,0.315998555435175,0,1.10497237569061,14.4847465769877,14.1592920353982,0,11.7840684660961,0.0541711809317443,0.00451426507764536,13,108.25,63.5118306351183,101.58,103.94,95.99,94.47,62.1212121212121,"Bibb County, Alabama"
"01009",59292,24793,572,89.09534695842,3.14943336554511,0.286716589084531,0,3.89006006125452,13.6150234741784,9.98771442872093,8.38068181818182,11.6122159090909,0.0472239087903933,0.00168656817108548,12,107.09,60.6164383561644,103.99,104.02,106.4,93.4,57.5757575757576,"Blount County, Alabama"
"01011",10157,4554,1035,84.8141985579589,12.291933418694,0,0,0.987584650112867,33.5214446952596,21.2568780770345,0,42.0526793823797,0,0.0196908535985035,15,85.35,20.0809464508095,94.91,104.78,65.01,108.69,16.6666666666667,"Bullock County, Alabama"
"01013",18807,9841,313,94.7805197641406,7.96925904268649,0.319030148349019,0,1.05906313645621,28.3638832315003,12.2004957312035,1.74486234974796,12.0977122915859,0.0159515074174509,0.0212686765566013,15,107.4,61.5815691158157,92.74,103.93,96.54,85.17,59.0909090909091,"Butler County, Alabama"
"01015",116141,53271,4020,89.0471428700125,6.73070264131082,0.637156559698987,0.0344408951188641,1.32157680632705,29.4158509630565,11.8404432132964,4.37024306408053,5.05769702921679,0.037023962252779,0.0133458468585599,11,91.14,27.3972602739726,96.72,99.18,98.91,110.94,24.2424242424242,"Calhoun County, Alabama"
"01017",34450,16427,669,92.1050273321982,8.62659464429376,0.203193033381713,0,1.23999149720116,26.5044814340589,12.4972054549519,5.58510638297872,26.0970744680851,0.0609579100145138,0.011611030478955,11,96.4,36.5504358655044,96.26,104.24,94.68,98.85,27.2727272727273,"Chambers County, Alabama"
"01019",25224,14663,283,91.0911072538651,3.00858630248124,1.30827783063749,0,1.48684339235058,20.8060256284848,7.8266679392956,2.81892021022456,53.8939321548017,0.0634316523945449,0.00396447827465905,14,118.59,84.3399750933997,101.32,101.3,115.06,84.53,86.3636363636364,"Cherokee County, Alabama"
