"GEOID","B01001_001","B25001_001","B26001_001","residentialStability","populationCrowding","perEnglishLessThanWell","perRenters","perSingleParentHouseholds","perUnitsRecreational","sexualOffenseRate","homicideRate","neighborhoodStability","mentalHealthProvider","ambulanceEmergencyPerCapita","safety_score","safety_rnk","crime_score","infrastructure_score","social_cohesion_score","structural_composition_score","safety_state_rnk","NAME"
"01001",55639,23697,578,87.9836617541536,5.27581432631349,1.83173674295563,23.9993576618893,10.5941834036829,8.32553788587465,0.0799798702349072,0.00853717715990582,10,39.5406100037743,0,97.07,38.1668946648427,96.01,102.43,105.41,106.89,27.2727272727273,"Autauga County, Alabama"
"01003",218289,116747,2954,88.784158378753,7.33686161781694,1.77346598282148,22.5604786712746,6.59036015562721,27.6177370030581,0.0117581127160172,0.00152702762545677,9,62.3027271186363,1.83243315054813,98,39.9794801641587,108.47,87.77,111.33,104.57,33.3333333333333,"Baldwin County, Alabama"
"01005",25026,12057,2910,85.1339000091399,9.36553902856391,2.67679719462303,29.8421975452952,17.4318815704784,34.5886654478976,0.0199792216095261,0.00199792216095261,12,35.962598897147,0,90.04,27.1887824897401,107.24,103.76,78.41,108.27,19.6969696969697,"Barbour County, Alabama"
"01007",22374,9237,1657,89.2584247648903,4.24122979897517,3.07141976070063,18.8148148148148,16.5449786471966,7.78564206268959,0.0670421024403325,0.00223473674801108,13,13.4084204880665,0,107.67,60.6361149110807,102.05,112.12,89.95,91.18,54.5454545454545,"Bibb County, Alabama"
"01009",57755,24404,564,92.017667844523,3.12531798293431,4.03339812687754,17.3936099695082,8.7526526762556,7.34604563926227,0.0484806510258852,0.00173145182235304,13,22.5088736905896,0,116.05,78.2831737346101,104.4,108.74,109.27,84.45,77.2727272727273,"Blount County, Alabama"
"01011",10173,4591,433,90.226570545829,8.15961418792782,2.81053952321205,21.3909113733367,21.5514727325751,28.9156626506024,0,0.0196598840066844,14,0,0,105.28,54.3775649794802,96.33,117.09,70.33,85.7,45.4545454545455,"Bullock County, Alabama"
"01013",19726,10119,320,95.4057714345244,7.42516417549656,0.367367620977958,26.0070939954396,11.8062866596481,5.38904899135447,0.0152083544560479,0.0202778059413971,15,40.5556118827943,0,111.86,70.0410396716826,94.25,102.05,101.44,79.04,62.1212121212121,"Butler County, Alabama"
"01015",114324,53722,2979,87.4397541058145,6.26221464509959,1.70225347948214,29.464094777811,11.9267701696132,8.39344262295082,0.0345509254399776,0.00962177670480389,11,66.4777299604632,5.24824183898394,90.58,27.7017783857729,100.06,74.61,100.44,109.56,21.2121212121212,"Calhoun County, Alabama"
"01017",33427,16985,558,92.7412415488629,10.0680429016261,1.81856629308522,30.8261666431693,12.8847003386836,32.1187187775492,0.044873904328836,0.0104705776767284,11,32.9075298411464,0,97.98,39.9452804377565,98.33,104.89,90.2,96.89,31.8181818181818,"Chambers County, Alabama"
"01019",26035,16631,274,91.0053324968632,3.20642591262326,1.98902606310014,20.8896727415246,5.98929494278332,55.0992234685073,0.0518532744382562,0.00384098329172268,15,126.752448626848,0,112.76,71.9904240766074,102.48,70.1,120.58,77.41,66.6666666666667,"Cherokee County, Alabama"
