"GEOID","B01001_001","B25001_001","B26001_001","residentialStability","populationCrowding","mentalHealthProvider","ambulanceEmergencyPerCapita","perEnglishLessThanWell","perRenters","perSingleParentHouseholds","perUnitsForSale","perUnitsRecreational","sexualOffenseRate","homicideRate","neighborhoodStability","safety_score","safety_rnk","crime_score","infrastructure_score","social_cohesion_score","structural_composition_score","safety_state_rnk","NAME"
"01001",55639,23697,578,87.9836617541536,5.27581432631349,0.395406100037743,0,1.83173674295563,23.9993576618893,10.5941834036829,6.54817586529467,8.32553788587465,0.0799798702349072,0.00853717715990582,10,97.25,38.8292344994804,96.12,102.63,105.64,106.63,27.2727272727273,"Autauga County, Alabama"
"01003",218289,116747,2954,88.784158378753,7.33686161781694,0.623027271186363,0.0183243315054813,1.77346598282148,22.5604786712746,6.59036015562721,5.70642201834862,27.6177370030581,0.0117581127160172,0.00152702762545677,9,98.73,41.6002771042605,108.52,87.98,111.71,104.32,33.3333333333333,"Baldwin County, Alabama"
"01005",25026,12057,2910,85.1339000091399,9.36553902856391,0.35962598897147,0,2.67679719462303,29.8421975452952,17.4318815704784,8.6654478976234,34.5886654478976,0.0199792216095261,0.00199792216095261,12,89.71,27.3986837547627,107.3,103.96,78.57,108.19,18.1818181818182,"Barbour County, Alabama"
"01007",22374,9237,1657,89.2584247648903,4.24122979897517,0.134084204880665,0,3.07141976070063,18.8148148148148,16.5449786471966,3.64004044489383,7.78564206268959,0.0670421024403325,0.00223473674801108,13,108.68,63.0412192587461,102.13,112.33,89.95,90.89,56.0606060606061,"Bibb County, Alabama"
"01009",57755,24404,564,92.017667844523,3.12531798293431,0.225088736905896,0,4.03339812687754,17.3936099695082,8.7526526762556,2.75085964363864,7.34604563926227,0.0484806510258852,0.00173145182235304,13,117.21,80.6373397990994,104.47,108.95,109.34,84.16,74.2424242424242,"Blount County, Alabama"
"01011",10173,4591,433,90.226570545829,8.15961418792782,0,0,2.81053952321205,21.3909113733367,21.5514727325751,0.258175559380379,28.9156626506024,0,0.0196598840066844,14,107.97,61.2746795981988,96.42,117.3,70.35,85.54,54.5454545454545,"Bullock County, Alabama"
"01013",19726,10119,320,95.4057714345244,7.42516417549656,0.405556118827943,0,0.367367620977958,26.0070939954396,11.8062866596481,5.30259365994236,5.38904899135447,0.0152083544560479,0.0202778059413971,15,112.2,70.1073779009352,94.35,102.25,101.81,79.01,63.6363636363636,"Butler County, Alabama"
"01015",114324,53722,2979,87.4397541058145,6.26221464509959,0.664777299604632,0.0524824183898394,1.70225347948214,29.464094777811,11.9267701696132,5.67213114754098,8.39344262295082,0.0345509254399776,0.00962177670480389,11,91.35,29.6155178385868,100.14,74.88,100.68,109.43,21.2121212121212,"Calhoun County, Alabama"
"01017",33427,16985,558,92.7412415488629,10.0680429016261,0.329075298411464,0,1.81856629308522,30.8261666431693,12.8847003386836,5.9653247134881,32.1187187775492,0.044873904328836,0.0104705776767284,11,98.57,41.392448908902,98.42,105.09,90.53,96.91,31.8181818181818,"Chambers County, Alabama"
"01019",26035,16631,274,91.0053324968632,3.20642591262326,1.26752448626848,0,1.98902606310014,20.8896727415246,5.98929494278332,3.5030198446937,55.0992234685073,0.0518532744382562,0.00384098329172268,15,114.38,75.1991686872186,102.56,70.26,120.84,77.32,66.6666666666667,"Cherokee County, Alabama"
